Year,Month,Day,Hour,Value
2024,01,08,5,78.43
2024,01,08,6,82.1
2024,01,08,7,94.3
2024,01,08,8,111.07
2024,01,08,9,120.4
2024,01,08,10,116.98
2024,01,08,11,110.57
2024,01,08,12,103
2024,01,08,13,95.46
2024,01,08,14,93.88
2024,01,08,15,100
2024,01,08,16,107.98
2024,01,08,17,115.27
2024,01,08,18,125.17
2024,01,08,19,129.99
2024,01,08,20,130
2024,01,08,21,133.28
2024,01,08,22,129.47
2024,01,08,23,115.42
2024,01,08,24,107.98
2024,01,09,1,98.92
2024,01,09,2,100
2024,01,09,3,98.43
2024,01,09,4,98.62
2024,01,09,5,97.15
2024,01,09,6,97.53
2024,01,09,7,102.79
2024,01,09,8,108.28
2024,01,09,9,122.55
2024,01,09,10,120.75
2024,01,09,11,110.32
2024,01,09,12,107.67
2024,01,09,13,107.01
2024,01,09,14,106.48
2024,01,09,15,107.07
2024,01,09,16,114.75
2024,01,09,17,124.29
2024,01,09,18,137.35
2024,01,09,19,137
2024,01,09,20,138.95
2024,01,09,21,148.01
2024,01,09,22,130
2024,01,09,23,111.86
2024,01,09,24,106.11
2024,01,10,1,92.33
2024,01,10,2,90.12
2024,01,10,3,87.01
2024,01,10,4,85.8
2024,01,10,5,85
2024,01,10,6,86.3
2024,01,10,7,95
2024,01,10,8,103.94
2024,01,10,9,121.4
2024,01,10,10,121.4
2024,01,10,11,105.38
2024,01,10,12,102.97
2024,01,10,13,99.99
2024,01,10,14,98.5
2024,01,10,15,94.76
2024,01,10,16,94.73
2024,01,10,17,99.37
2024,01,10,18,102.7
2024,01,10,19,111.29
2024,01,10,20,121.4
2024,01,10,21,120
2024,01,10,22,107.71
2024,01,10,23,101.32
2024,01,10,24,92.68
2024,01,11,1,91.75
2024,01,11,2,86.18
2024,01,11,3,82.1
2024,01,11,4,80
2024,01,11,5,79.6
2024,01,11,6,81.1
2024,01,11,7,85.91
2024,01,11,8,102.05
2024,01,11,9,113.84
2024,01,11,10,110
2024,01,11,11,97.63
2024,01,11,12,86.18
2024,01,11,13,83.89
2024,01,11,14,82.18
2024,01,11,15,83
2024,01,11,16,85
2024,01,11,17,97.63
2024,01,11,18,118.5
2024,01,11,19,128.93
2024,01,11,20,132.31
2024,01,11,21,117.93
2024,01,11,22,108.33
2024,01,11,23,100
2024,01,11,24,93.26
2024,01,12,1,88.98
2024,01,12,2,86.45
2024,01,12,3,84.99
2024,01,12,4,83
2024,01,12,5,83.14
2024,01,12,6,85
2024,01,12,7,89
2024,01,12,8,100
2024,01,12,9,104.77
2024,01,12,10,105
2024,01,12,11,100
2024,01,12,12,94.58
2024,01,12,13,92
2024,01,12,14,91.78
2024,01,12,15,90.1
2024,01,12,16,92.01
2024,01,12,17,100.98
2024,01,12,18,107.1
2024,01,12,19,126
2024,01,12,20,119.47
2024,01,12,21,110
2024,01,12,22,102.26
2024,01,12,23,98
2024,01,12,24,95.49
2024,01,13,1,90
2024,01,13,2,87.48
2024,01,13,3,82
2024,01,13,4,78.47
2024,01,13,5,75
2024,01,13,6,75
2024,01,13,7,78.3
2024,01,13,8,85.59
2024,01,13,9,90.99
2024,01,13,10,93.12
2024,01,13,11,90.93
2024,01,13,12,83.39
2024,01,13,13,73.96
2024,01,13,14,71.45
2024,01,13,15,74.51
2024,01,13,16,80.4
2024,01,13,17,91.23
2024,01,13,18,99.3
2024,01,13,19,105.31
2024,01,13,20,103.14
2024,01,13,21,100
2024,01,13,22,97.61
2024,01,13,23,93.12
2024,01,13,24,90
2024,01,14,1,86.1
2024,01,14,2,82.78
2024,01,14,3,78.66
2024,01,14,4,72.53
2024,01,14,5,69.34
2024,01,14,6,69.13
2024,01,14,7,69.71
2024,01,14,8,72.95
2024,01,14,9,77.9
2024,01,14,10,79.45
2024,01,14,11,74.69
2024,01,14,12,69
2024,01,14,13,67.8
2024,01,14,14,65.4
2024,01,14,15,63.1
2024,01,14,16,62.3
2024,01,14,17,65.13
2024,01,14,18,72.84
2024,01,14,19,86.18
2024,01,14,20,92.01
2024,01,14,21,86.03
2024,01,14,22,84.49
2024,01,14,23,82.97
2024,01,14,24,72.52
2024,01,15,1,77.7
2024,01,15,2,67
2024,01,15,3,64.99
2024,01,15,4,62.04
2024,01,15,5,62.1
2024,01,15,6,65.1
2024,01,15,7,69.13
2024,01,15,8,86.74
2024,01,15,9,99.52
2024,01,15,10,100.33
2024,01,15,11,94.92
2024,01,15,12,90.3
2024,01,15,13,85.7
2024,01,15,14,82.41
2024,01,15,15,84.99
2024,01,15,16,90.1
2024,01,15,17,95.82
2024,01,15,18,100
2024,01,15,19,112.85
2024,01,15,20,113.9
2024,01,15,21,107.58
2024,01,15,22,100
2024,01,15,23,97.21
2024,01,15,24,91
2024,01,16,1,86.59
2024,01,16,2,83.33
2024,01,16,3,80.94
2024,01,16,4,78.65
2024,01,16,5,78.35
2024,01,16,6,80.37
2024,01,16,7,85
2024,01,16,8,85
2024,01,16,9,88
2024,01,16,10,99.98
2024,01,16,11,99.28
2024,01,16,12,91.69
2024,01,16,13,93
2024,01,16,14,89.42
2024,01,16,15,90
2024,01,16,16,88
2024,01,16,17,84.88
2024,01,16,18,88
2024,01,16,19,89.02
2024,01,16,20,94.82
2024,01,16,21,99.78
2024,01,16,22,88.75
2024,01,16,23,75.99
2024,01,16,24,60
2024,01,17,1,19.13
2024,01,17,2,15.93
2024,01,17,3,6
2024,01,17,4,4.9
2024,01,17,5,4.9
2024,01,17,6,5
2024,01,17,7,16.7
2024,01,17,8,44.2
2024,01,17,9,45.5
2024,01,17,10,45.5
2024,01,17,11,44.8
2024,01,17,12,34.52
2024,01,17,13,17.29
2024,01,17,14,12.99
2024,01,17,15,5.1
2024,01,17,16,5
2024,01,17,17,18.38
2024,01,17,18,43.5
2024,01,17,19,45.4
2024,01,17,20,49.1
2024,01,17,21,54.88
2024,01,17,22,46.8
2024,01,17,23,43.37
2024,01,17,24,18.03
2024,01,18,1,3.2
2024,01,18,2,3.2
2024,01,18,3,1.68
2024,01,18,4,0.43
2024,01,18,5,0.99
2024,01,18,6,3.2
2024,01,18,7,3.2
2024,01,18,8,30.1
2024,01,18,9,47.19
2024,01,18,10,55.77
2024,01,18,11,45.27
2024,01,18,12,43.66
2024,01,18,13,39.19
2024,01,18,14,35
2024,01,18,15,35.3
2024,01,18,16,45.4
2024,01,18,17,62.17
2024,01,18,18,96.02
2024,01,18,19,103.71
2024,01,18,20,99.6
2024,01,18,21,105.34
2024,01,18,22,98.84
2024,01,18,23,92.14
2024,01,18,24,73.61
2024,01,19,1,71.82
2024,01,19,2,67.44
2024,01,19,3,67.17
2024,01,19,4,60
2024,01,19,5,54.79
2024,01,19,6,50
2024,01,19,7,60
2024,01,19,8,74.4
2024,01,19,9,82.32
2024,01,19,10,87.33
2024,01,19,11,81
2024,01,19,12,78
2024,01,19,13,78.74
2024,01,19,14,70.83
2024,01,19,15,61.13
2024,01,19,16,60.14
2024,01,19,17,63
2024,01,19,18,69.18
2024,01,19,19,80.5
2024,01,19,20,84.2
2024,01,19,21,82.88
2024,01,19,22,80.5
2024,01,19,23,74.4
2024,01,19,24,61
2024,01,20,1,73.75
2024,01,20,2,63.92
2024,01,20,3,63.81
2024,01,20,4,63.81
2024,01,20,5,63.68
2024,01,20,6,66.1
2024,01,20,7,70.3
2024,01,20,8,75.93
2024,01,20,9,84.09
2024,01,20,10,88.31
2024,01,20,11,82.85
2024,01,20,12,76.64
2024,01,20,13,74.65
2024,01,20,14,69.84
2024,01,20,15,73.41
2024,01,20,16,79.21
2024,01,20,17,87.97
2024,01,20,18,95.07
2024,01,20,19,99.94
2024,01,20,20,99.58
2024,01,20,21,99.94
2024,01,20,22,99.58
2024,01,20,23,94.46
2024,01,20,24,85.78
2024,01,21,1,69.07
2024,01,21,2,59.11
2024,01,21,3,58.2
2024,01,21,4,57.57
2024,01,21,5,57.5
2024,01,21,6,57.5
2024,01,21,7,57.5
2024,01,21,8,59
2024,01,21,9,60.1
2024,01,21,10,59
2024,01,21,11,58.64
2024,01,21,12,56.8
2024,01,21,13,56.36
2024,01,21,14,47.42
2024,01,21,15,52.67
2024,01,21,16,53.75
2024,01,21,17,56.89
2024,01,21,18,64.89
2024,01,21,19,83.98
2024,01,21,20,93.52
2024,01,21,21,95.62
2024,01,21,22,94.52
2024,01,21,23,76.83
2024,01,21,24,59.2
2024,01,22,1,47
2024,01,22,2,46.79
2024,01,22,3,44.76
2024,01,22,4,40.8
2024,01,22,5,40.8
2024,01,22,6,40.1
2024,01,22,7,49.01
2024,01,22,8,75
2024,01,22,9,92.69
2024,01,22,10,86.66
2024,01,22,11,71.08
2024,01,22,12,61.99
2024,01,22,13,57.67
2024,01,22,14,58.48
2024,01,22,15,59.87
2024,01,22,16,59.99
2024,01,22,17,66.07
2024,01,22,18,79.09
2024,01,22,19,98.18
2024,01,22,20,104.91
2024,01,22,21,119
2024,01,22,22,103.21
2024,01,22,23,94.27
2024,01,22,24,75.93
2024,01,23,1,61.1
2024,01,23,2,59
2024,01,23,3,58.5
2024,01,23,4,59.87
2024,01,23,5,58.5
2024,01,23,6,58.5
2024,01,23,7,65.55
2024,01,23,8,90.1
2024,01,23,9,97.5
2024,01,23,10,91.86
2024,01,23,11,81
2024,01,23,12,66.65
2024,01,23,13,61.91
2024,01,23,14,61.03
2024,01,23,15,62.01
2024,01,23,16,64
2024,01,23,17,66.62
2024,01,23,18,84
2024,01,23,19,96.98
2024,01,23,20,115
2024,01,23,21,129.01
2024,01,23,22,106.76
2024,01,23,23,92.5
2024,01,23,24,84.51
2024,01,24,1,86
2024,01,24,2,78.93
2024,01,24,3,73.73
2024,01,24,4,71.69
2024,01,24,5,70.94
2024,01,24,6,71.69
2024,01,24,7,80.19
2024,01,24,8,90.5
2024,01,24,9,99.41
2024,01,24,10,89.02
2024,01,24,11,70.69
2024,01,24,12,61.8
2024,01,24,13,59.87
2024,01,24,14,58.2
2024,01,24,15,58.2
2024,01,24,16,60.5
2024,01,24,17,64
2024,01,24,18,88.61
2024,01,24,19,94.94
2024,01,24,20,150.41
2024,01,24,21,152.17
2024,01,24,22,103
2024,01,24,23,88.04
2024,01,24,24,74.86
2024,01,25,1,64.97
2024,01,25,2,60.53
2024,01,25,3,60
2024,01,25,4,55.36
2024,01,25,5,57.26
2024,01,25,6,63.29
2024,01,25,7,72.45
2024,01,25,8,83.5
2024,01,25,9,95.53
2024,01,25,10,89.84
2024,01,25,11,74.71
2024,01,25,12,65.01
2024,01,25,13,64.97
2024,01,25,14,64.97
2024,01,25,15,65
2024,01,25,16,61.85
2024,01,25,17,67.67
2024,01,25,18,75.59
2024,01,25,19,94.72
2024,01,25,20,113
2024,01,25,21,135.36
2024,01,25,22,103.01
2024,01,25,23,80.95
2024,01,25,24,73.58
2024,01,26,1,63.37
2024,01,26,2,65
2024,01,26,3,63.86
2024,01,26,4,63.86
2024,01,26,5,62.48
2024,01,26,6,63.86
2024,01,26,7,69.57
2024,01,26,8,80.02
2024,01,26,9,115
2024,01,26,10,77.3
2024,01,26,11,66.19
2024,01,26,12,62.39
2024,01,26,13,55.78
2024,01,26,14,50.7
2024,01,26,15,53.61
2024,01,26,16,55.52
2024,01,26,17,63.38
2024,01,26,18,73.74
2024,01,26,19,89.62
2024,01,26,20,96.8
2024,01,26,21,111.07
2024,01,26,22,93
2024,01,26,23,74.98
2024,01,26,24,70.45
2024,01,27,1,64.97
2024,01,27,2,61.06
2024,01,27,3,59.05
2024,01,27,4,55.9
2024,01,27,5,55.9
2024,01,27,6,57.22
2024,01,27,7,59.36
2024,01,27,8,66.19
2024,01,27,9,73.4
2024,01,27,10,73.4
2024,01,27,11,62.01
2024,01,27,12,54.4
2024,01,27,13,47
2024,01,27,14,47.7
2024,01,27,15,47.5
2024,01,27,16,47
2024,01,27,17,55.2
2024,01,27,18,74.43
2024,01,27,19,95.97
2024,01,27,20,92.51
2024,01,27,21,92.53
2024,01,27,22,89.5
2024,01,27,23,75.97
2024,01,27,24,72.7
2024,01,28,1,62.03
2024,01,28,2,58.2
2024,01,28,3,52.9
2024,01,28,4,47.21
2024,01,28,5,44
2024,01,28,6,43.2
2024,01,28,7,47.05
2024,01,28,8,51.4
2024,01,28,9,55.29
2024,01,28,10,55.1
2024,01,28,11,42
2024,01,28,12,37
2024,01,28,13,42
2024,01,28,14,39.93
2024,01,28,15,40.09
2024,01,28,16,38.03
2024,01,28,17,43.12
2024,01,28,18,60.8
2024,01,28,19,71.14
2024,01,28,20,71.55
2024,01,28,21,69.87
2024,01,28,22,63.11
2024,01,28,23,60.34
2024,01,28,24,56
2024,01,29,1,49.97
2024,01,29,2,47.26
2024,01,29,3,48.12
2024,01,29,4,47.97
2024,01,29,5,51.58
2024,01,29,6,60.06
2024,01,29,7,80.66
2024,01,29,8,88.7
2024,01,29,9,90.22
2024,01,29,10,88.39
2024,01,29,11,78.9
2024,01,29,12,71.27
2024,01,29,13,70.24
2024,01,29,14,73.81
2024,01,29,15,78.03
2024,01,29,16,78.78
2024,01,29,17,82.87
2024,01,29,18,89.86
2024,01,29,19,110
2024,01,29,20,107.52
2024,01,29,21,108.5
2024,01,29,22,92.18
2024,01,29,23,87
2024,01,29,24,80.29
2024,01,30,1,71.94
2024,01,30,2,68.64
2024,01,30,3,69.37
2024,01,30,4,65.1
2024,01,30,5,64
2024,01,30,6,69.37
2024,01,30,7,79.02
2024,01,30,8,91.04
2024,01,30,9,95.95
2024,01,30,10,88.7
2024,01,30,11,77.15
2024,01,30,12,70.1
2024,01,30,13,68.1
2024,01,30,14,68.23
2024,01,30,15,71.93
2024,01,30,16,71.95
2024,01,30,17,78.89
2024,01,30,18,88.83
2024,01,30,19,99.76
2024,01,30,20,107
2024,01,30,21,123.22
2024,01,30,22,95.06
2024,01,30,23,88.7
2024,01,30,24,78.78
2024,01,31,1,74.09
2024,01,31,2,71.48
2024,01,31,3,70.89
2024,01,31,4,69.82
2024,01,31,5,69.25
2024,01,31,6,74.01
2024,01,31,7,81.89
2024,01,31,8,84.47
2024,01,31,9,91.82
2024,01,31,10,93.23
2024,01,31,11,82.98
2024,01,31,12,72.19
2024,01,31,13,70.01
2024,01,31,14,66.5
2024,01,31,15,65.8
2024,01,31,16,64.95
2024,01,31,17,66.26
2024,01,31,18,77
2024,01,31,19,91
2024,01,31,20,119.47
2024,01,31,21,168.35
2024,01,31,22,94.54
2024,01,31,23,85
2024,01,31,24,77.52
2024,02,01,1,69
2024,02,01,2,60.44
2024,02,01,3,55.1
2024,02,01,4,54.6
2024,02,01,5,53.47
2024,02,01,6,59.82
2024,02,01,7,72.42
2024,02,01,8,88.76
2024,02,01,9,95.76
2024,02,01,10,88.77
2024,02,01,11,62.8
2024,02,01,12,55.98
2024,02,01,13,54.44
2024,02,01,14,54
2024,02,01,15,54.44
2024,02,01,16,54.6
2024,02,01,17,60.44
2024,02,01,18,76
2024,02,01,19,101.89
2024,02,01,20,99.05
2024,02,01,21,94
2024,02,01,22,83.66
2024,02,01,23,82.13
2024,02,01,24,71.19
2024,02,02,1,62.95
2024,02,02,2,60.05
2024,02,02,3,58
2024,02,02,4,54.69
2024,02,02,5,52.41
2024,02,02,6,55
2024,02,02,7,61
2024,02,02,8,80.34
2024,02,02,9,90.75
2024,02,02,10,83.98
2024,02,02,11,61.42
2024,02,02,12,54
2024,02,02,13,54
2024,02,02,14,55.5
2024,02,02,15,53.3
2024,02,02,16,55.91
2024,02,02,17,55.5
2024,02,02,18,70.95
2024,02,02,19,80.16
2024,02,02,20,83.83
2024,02,02,21,83.98
2024,02,02,22,76.46
2024,02,02,23,68.44
2024,02,02,24,55
2024,02,03,1,56.44
2024,02,03,2,52.71
2024,02,03,3,51.18
2024,02,03,4,50.83
2024,02,03,5,51.16
2024,02,03,6,52.57
2024,02,03,7,53.5
2024,02,03,8,56.8
2024,02,03,9,63
2024,02,03,10,59.1
2024,02,03,11,53.28
2024,02,03,12,45.27
2024,02,03,13,41.58
2024,02,03,14,39.81
2024,02,03,15,41.76
2024,02,03,16,46.44
2024,02,03,17,53
2024,02,03,18,64.87
2024,02,03,19,81.43
2024,02,03,20,87.76
2024,02,03,21,95.68
2024,02,03,22,92.71
2024,02,03,23,86.11
2024,02,03,24,70.79
2024,02,04,1,66.62
2024,02,04,2,64.78
2024,02,04,3,64.91
2024,02,04,4,63.92
2024,02,04,5,61.75
2024,02,04,6,61.75
2024,02,04,7,60
2024,02,04,8,59.8
2024,02,04,9,63.92
2024,02,04,10,53
2024,02,04,11,44.7
2024,02,04,12,40
2024,02,04,13,34.28
2024,02,04,14,35.65
2024,02,04,15,35
2024,02,04,16,32
2024,02,04,17,43.35
2024,02,04,18,54.93
2024,02,04,19,77.5
2024,02,04,20,89
2024,02,04,21,129.81
2024,02,04,22,119.77
2024,02,04,23,82.94
2024,02,04,24,75
2024,02,05,1,71.66
2024,02,05,2,73
2024,02,05,3,69.1
2024,02,05,4,67.87
2024,02,05,5,67.87
2024,02,05,6,69.78
2024,02,05,7,73.22
2024,02,05,8,83.15
2024,02,05,9,98.59
2024,02,05,10,87.36
2024,02,05,11,76.68
2024,02,05,12,69.74
2024,02,05,13,60
2024,02,05,14,50
2024,02,05,15,51
2024,02,05,16,59.71
2024,02,05,17,68.8
2024,02,05,18,76.44
2024,02,05,19,89.13
2024,02,05,20,129.47
2024,02,05,21,181.26
2024,02,05,22,111.36
2024,02,05,23,81.06
2024,02,05,24,75.75
2024,02,06,1,74.5
2024,02,06,2,75
2024,02,06,3,70.75
2024,02,06,4,68.88
2024,02,06,5,65.1
2024,02,06,6,68.88
2024,02,06,7,74.5
2024,02,06,8,82.06
2024,02,06,9,121.06
2024,02,06,10,96.06
2024,02,06,11,79.61
2024,02,06,12,72.48
2024,02,06,13,71
2024,02,06,14,56.47
2024,02,06,15,51.5
2024,02,06,16,56.44
2024,02,06,17,61.33
2024,02,06,18,71
2024,02,06,19,78.77
2024,02,06,20,89.01
2024,02,06,21,88.87
2024,02,06,22,78.28
2024,02,06,23,69.03
2024,02,06,24,56.09
2024,02,07,1,41.7
2024,02,07,2,39
2024,02,07,3,37.45
2024,02,07,4,33.21
2024,02,07,5,26.17
2024,02,07,6,38
2024,02,07,7,47.28
2024,02,07,8,69.99
2024,02,07,9,74.49
2024,02,07,10,68.61
2024,02,07,11,66.04
2024,02,07,12,59.2
2024,02,07,13,45
2024,02,07,14,40.4
2024,02,07,15,35
2024,02,07,16,28.33
2024,02,07,17,37.45
2024,02,07,18,41
2024,02,07,19,57.84
2024,02,07,20,72.76
2024,02,07,21,76.89
2024,02,07,22,67.72
2024,02,07,23,58.42
2024,02,07,24,45.8
2024,02,08,1,46.73
2024,02,08,2,39
2024,02,08,3,33.8
2024,02,08,4,32.45
2024,02,08,5,31.7
2024,02,08,6,32.45
2024,02,08,7,41.5
2024,02,08,8,45.79
2024,02,08,9,47
2024,02,08,10,42.13
2024,02,08,11,37
2024,02,08,12,35.22
2024,02,08,13,38
2024,02,08,14,31.7
2024,02,08,15,33.8
2024,02,08,16,33.08
2024,02,08,17,39.4
2024,02,08,18,41.5
2024,02,08,19,44.23
2024,02,08,20,40
2024,02,08,21,40.5
2024,02,08,22,37.94
2024,02,08,23,40.19
2024,02,08,24,28.7
2024,02,09,1,22.04
2024,02,09,2,11.17
2024,02,09,3,5
2024,02,09,4,3.2
2024,02,09,5,3.2
2024,02,09,6,11.14
2024,02,09,7,29.62
2024,02,09,8,48.92
2024,02,09,9,57.84
2024,02,09,10,65
2024,02,09,11,66.35
2024,02,09,12,57.84
2024,02,09,13,50.56
2024,02,09,14,46.73
2024,02,09,15,47.99
2024,02,09,16,46.73
2024,02,09,17,44.99
2024,02,09,18,42
2024,02,09,19,44.46
2024,02,09,20,59.95
2024,02,09,21,66.35
2024,02,09,22,55.02
2024,02,09,23,43.13
2024,02,09,24,35
2024,02,10,1,26.78
2024,02,10,2,14
2024,02,10,3,5
2024,02,10,4,3.2
2024,02,10,5,3.2
2024,02,10,6,3.2
2024,02,10,7,3.2
2024,02,10,8,3.2
2024,02,10,9,3.2
2024,02,10,10,3.2
2024,02,10,11,0.43
2024,02,10,12,0
2024,02,10,13,0
2024,02,10,14,0
2024,02,10,15,0
2024,02,10,16,0
2024,02,10,17,0
2024,02,10,18,0.43
2024,02,10,19,3.2
2024,02,10,20,25.01
2024,02,10,21,36.46
2024,02,10,22,37.9
2024,02,10,23,32.68
2024,02,10,24,23
2024,02,11,1,35
2024,02,11,2,23.26
2024,02,11,3,22.01
2024,02,11,4,20.5
2024,02,11,5,25
2024,02,11,6,24.98
2024,02,11,7,37.9
2024,02,11,8,40.19
2024,02,11,9,41
2024,02,11,10,42.1
2024,02,11,11,43.46
2024,02,11,12,40.19
2024,02,11,13,39.9
2024,02,11,14,40.19
2024,02,11,15,39.98
2024,02,11,16,39.99
2024,02,11,17,46.73
2024,02,11,18,61.94
2024,02,11,19,67.78
2024,02,11,20,67.78
2024,02,11,21,75.75
2024,02,11,22,70.01
2024,02,11,23,56.94
2024,02,11,24,40.7
2024,02,12,1,39.23
2024,02,12,2,38.12
2024,02,12,3,35
2024,02,12,4,33.76
2024,02,12,5,33.76
2024,02,12,6,35.1
2024,02,12,7,37.4
2024,02,12,8,39.88
2024,02,12,9,50.5
2024,02,12,10,46.78
2024,02,12,11,40
2024,02,12,12,35.6
2024,02,12,13,33.76
2024,02,12,14,35.6
2024,02,12,15,35
2024,02,12,16,35
2024,02,12,17,30
2024,02,12,18,40
2024,02,12,19,59.34
2024,02,12,20,88.21
2024,02,12,21,79.15
2024,02,12,22,71.54
2024,02,12,23,65.87
2024,02,12,24,61.9
2024,02,13,1,53.87
2024,02,13,2,41.1
2024,02,13,3,40
2024,02,13,4,40
2024,02,13,5,40
2024,02,13,6,42.61
2024,02,13,7,52
2024,02,13,8,65.91
2024,02,13,9,68.44
2024,02,13,10,66.8
2024,02,13,11,65
2024,02,13,12,63.87
2024,02,13,13,60.53
2024,02,13,14,60.26
2024,02,13,15,60.52
2024,02,13,16,60.52
2024,02,13,17,66.5
2024,02,13,18,68.61
2024,02,13,19,87.92
2024,02,13,20,91.81
2024,02,13,21,82.14
2024,02,13,22,73.17
2024,02,13,23,69.18
2024,02,13,24,65
2024,02,14,1,60.63
2024,02,14,2,59.34
2024,02,14,3,55.76
2024,02,14,4,54.79
2024,02,14,5,55.06
2024,02,14,6,59.21
2024,02,14,7,64.95
2024,02,14,8,66.94
2024,02,14,9,70.5
2024,02,14,10,69.65
2024,02,14,11,59.87
2024,02,14,12,47
2024,02,14,13,46.1
2024,02,14,14,41.1
2024,02,14,15,39.88
2024,02,14,16,40
2024,02,14,17,43
2024,02,14,18,59.93
2024,02,14,19,65
2024,02,14,20,81.71
2024,02,14,21,77.1
2024,02,14,22,69.59
2024,02,14,23,61.77
2024,02,14,24,59.93
2024,02,15,1,50.5
2024,02,15,2,39.88
2024,02,15,3,36.37
2024,02,15,4,36.37
2024,02,15,5,36.6
2024,02,15,6,36.87
2024,02,15,7,47
2024,02,15,8,60
2024,02,15,9,62.53
2024,02,15,10,59.93
2024,02,15,11,54.79
2024,02,15,12,55.99
2024,02,15,13,52.65
2024,02,15,14,48.01
2024,02,15,15,45.56
2024,02,15,16,46.89
2024,02,15,17,45.39
2024,02,15,18,49
2024,02,15,19,59.5
2024,02,15,20,64.44
2024,02,15,21,63.29
2024,02,15,22,60
